Country,Population,GDP,Life_expectancy,Region,Year,Year_num
Bahamas,81428,641072078,59.3,South/Latin America,01/01/1952 0:00:00,1952
Bahrain,119689,1967389729,42.3,Arab States,01/01/1952 0:00:00,1952
Bangladesh,39493326,36264806900,42.9,Asia & Pacific,01/01/1952 0:00:00,1952
Barbados,219636,743126845,57.4,South/Latin America,01/01/1952 0:00:00,1952
Belarus,7711027,23344452980,65.5,CIS,01/01/1952 0:00:00,1952
Belgium,8721192,87918040857,68,Europe,01/01/1952 0:00:00,1952
Belize,73428,145135490,55.7,South/Latin America,01/01/1952 0:00:00,1952
Benin,2264378,2731500109,34.1,Africa,01/01/1952 0:00:00,1952
Bhutan,186160,155528742,31.5,Asia & Pacific,01/01/1952 0:00:00,1952
Bolivia,3193287,9775955004,40.9,South/Latin America,01/01/1952 0:00:00,1952
Bosnia and Herzegovina,2763298,3242616408,54.5,Europe,01/01/1952 0:00:00,1952
Botswana,437182,380154823,47.3,Africa,01/01/1952 0:00:00,1952
Brazil,57304772,166794265891,51.1,South/Latin America,01/01/1952 0:00:00,1952
Bulgaria,7359997,24241909376,59.6,Europe,01/01/1952 0:00:00,1952
Burkina Faso,4367137,2639161609,31.2,Africa,01/01/1952 0:00:00,1952
Burundi,2403777,1327940865,38.5,Africa,01/01/1952 0:00:00,1952
Cambodia,4658653,5390011859,40.8,Asia & Pacific,01/01/1952 0:00:00,1952
Cameroon,4623471,6634575064,39.5,Africa,01/01/1952 0:00:00,1952
Canada,14481497,186475310985,68.7,North America,01/01/1952 0:00:00,1952
Cape Verde,191521,180819489,48.6,Africa,01/01/1952 0:00:00,1952
Chad,2589278,3261527711,37.7,Africa,01/01/1952 0:00:00,1952
Chile,6417543,34093582799,54.6,South/Latin America,01/01/1952 0:00:00,1952
China,570764965,441909725961,42.9,Asia & Pacific,01/01/1952 0:00:00,1952
Colombia,13064689,39572249444,50.9,South/Latin America,01/01/1952 0:00:00,1952
Comoros,163553,155031686,40.9,Arab States,01/01/1952 0:00:00,1952
Costa Rica,1015875,3262411085,57.2,South/Latin America,01/01/1952 0:00:00,1952
Croatia,3922675,18071073267,61.1,Europe,01/01/1952 0:00:00,1952
Cuba,6180031,65583282013,59.1,South/Latin America,01/01/1952 0:00:00,1952
Cyprus,506627,2085873502,66.6,Europe,01/01/1952 0:00:00,1952
Denmark,4345218,49709147447,70.8,Europe,01/01/1952 0:00:00,1952
Djibouti,64748,190217911,41.9,Arab States,01/01/1952 0:00:00,1952
Ecuador,3655012,15732125336,48.6,South/Latin America,01/01/1952 0:00:00,1952
Egypt,21904478,56471879715,40.7,Arab States,01/01/1952 0:00:00,1952
El Salvador,2278305,8856925585,45.1,South/Latin America,01/01/1952 0:00:00,1952
Equatorial Guinea,232757,131136862,34.9,Africa,01/01/1952 0:00:00,1952
Eritrea,1184694,1005213760,36.8,Africa,01/01/1952 0:00:00,1952
Estonia,1125245,5759702897,61.1,Europe,01/01/1952 0:00:00,1952
Ethiopia,18819634,11327312560,33.4,Africa,01/01/1952 0:00:00,1952
Fiji,304813,917782764,51.9,Asia & Pacific,01/01/1952 0:00:00,1952
Finland,4095130,31976572948,66.6,Europe,01/01/1952 0:00:00,1952
France,42365756,385685932209,67.5,Europe,01/01/1952 0:00:00,1952
French Guiana,26895,76658439,53,South/Latin America,01/01/1952 0:00:00,1952
French Polynesia,63869,492770530,48.3,Asia & Pacific,01/01/1952 0:00:00,1952
Gabon,477711,270332373,36.3,Africa,01/01/1952 0:00:00,1952
Gambia,276771,279508750,32.3,Africa,01/01/1952 0:00:00,1952
Georgia,3646321,8591383055,60.4,CIS,01/01/1952 0:00:00,1952
Germany,70421462,596721206576,67.4,Europe,01/01/1952 0:00:00,1952
Ghana,5191221,8848148317,42.2,Africa,01/01/1952 0:00:00,1952
Greece,7706022,29557438840,65.7,Europe,01/01/1952 0:00:00,1952
Greenland,23941,132402296,45.6,Europe,01/01/1952 0:00:00,1952
Grenada,77135,145280112,56.4,South/Latin America,01/01/1952 0:00:00,1952
Guadeloupe,217248,549470384,52.9,South/Latin America,01/01/1952 0:00:00,1952
Guatemala,3330548,10704104121,42.4,South/Latin America,01/01/1952 0:00:00,1952
Guinea,3185537,2045619413,33.4,Africa,01/01/1952 0:00:00,1952
Guinea-Bissau,552032,453561783,40,Africa,01/01/1952 0:00:00,1952
Guyana,435850,1692078293,57.7,South/Latin America,01/01/1952 0:00:00,1952
Haiti,3331582,7975619118,37.2,South/Latin America,01/01/1952 0:00:00,1952
Honduras,1568424,4186387869,42.4,South/Latin America,01/01/1952 0:00:00,1952
Hungary,9595219,65386605583,64,Europe,01/01/1952 0:00:00,1952
Iceland,147681,1212131844,72.6,Europe,01/01/1952 0:00:00,1952
India,388515758,329184632333,35.8,Asia & Pacific,01/01/1952 0:00:00,1952
Indonesia,72309902,116921743042,37.9,Asia & Pacific,01/01/1952 0:00:00,1952
Iraq,6065012,22875890404,36.6,Arab States,01/01/1952 0:00:00,1952
Ireland,2924222,18374757315,67.5,Europe,01/01/1952 0:00:00,1952
Israel,1451493,6605734829,65,Europe,01/01/1952 0:00:00,1952
Italy,47398599,297060457869,65.9,Europe,01/01/1952 0:00:00,1952
Jamaica,1468361,5181238191,59.1,South/Latin America,01/01/1952 0:00:00,1952
Japan,85174909,1795989171353,63,Asia & Pacific,01/01/1952 0:00:00,1952
Jordan,542123,1819640024,46.5,Arab States,01/01/1952 0:00:00,1952
Kazakhstan,7041605,44135209852,55.1,CIS,01/01/1952 0:00:00,1952
Kenya,6412380,9894733469,42.7,Africa,01/01/1952 0:00:00,1952
Kiribati,34283,51562191,42.6,Asia & Pacific,01/01/1952 0:00:00,1952
Kuwait,173622,37880581544,54.1,Arab States,01/01/1952 0:00:00,1952
Latvia,1965114,8377590637,61.9,Europe,01/01/1952 0:00:00,1952
Lebanon,1392725,7196199011,60,Arab States,01/01/1952 0:00:00,1952
Lesotho,754849,356209520,42.1,Africa,01/01/1952 0:00:00,1952
Liberia,957864,1469129025,33.4,Africa,01/01/1952 0:00:00,1952
Libya,1152277,6415435168,37.7,Arab States,01/01/1952 0:00:00,1952
Lithuania,2578522,18237032591,64.5,Europe,01/01/1952 0:00:00,1952
Luxembourg,299499,5443469217,65.7,Europe,01/01/1952 0:00:00,1952
Madagascar,4256120,8549590936,37.3,Africa,01/01/1952 0:00:00,1952
Malawi,3065030,1149721760,36.6,Africa,01/01/1952 0:00:00,1952
Malaysia,6433161,18152988322,54.7,Asia & Pacific,01/01/1952 0:00:00,1952
Maldives,75189,69521630,34.2,Asia & Pacific,01/01/1952 0:00:00,1952
Mali,4811198,3197353112,27.7,Africa,01/01/1952 0:00:00,1952
Malta,313192,852218233,66.2,Europe,01/01/1952 0:00:00,1952
Martinique,228268,766295954,55.2,South/Latin America,01/01/1952 0:00:00,1952
Mauritania,691807,783945241,38.5,Arab States,01/01/1952 0:00:00,1952
Mauritius,521190,1268728725,49.6,Africa,01/01/1952 0:00:00,1952
Mexico,29711632,138078043915,50.4,South/Latin America,01/01/1952 0:00:00,1952
Mongolia,807926,1226159384,43.4,Asia & Pacific,01/01/1952 0:00:00,1952
Montenegro,410511,1508564587,59.6,Europe,01/01/1952 0:00:00,1952
Morocco,9529540,23972390853,46.2,Arab States,01/01/1952 0:00:00,1952
Mozambique,6503106,2870428876,32.9,Africa,01/01/1952 0:00:00,1952
Myanmar,18182312,18049284263,35.2,Asia & Pacific,01/01/1952 0:00:00,1952
Namibia,504552,2020381644,41.5,Africa,01/01/1952 0:00:00,1952
Nepal,8823022,7772197444,36,Asia & Pacific,01/01/1952 0:00:00,1952
Netherlands,10275701,91345302386,72.1,Europe,01/01/1952 0:00:00,1952
Netherlands Antilles,116163,613060324,60,South/Latin America,01/01/1952 0:00:00,1952
New Caledonia,64441,672947486,50.3,Asia & Pacific,01/01/1952 0:00:00,1952
New Zealand,1992619,26810742474,69.4,Asia & Pacific,01/01/1952 0:00:00,1952
Nicaragua,1371525,5851417096,44.2,South/Latin America,01/01/1952 0:00:00,1952
Niger,2717047,2515522048,35.7,Africa,01/01/1952 0:00:00,1952
Nigeria,39049831,115820273751,35.7,Africa,01/01/1952 0:00:00,1952
Norway,3333895,40385632275,72.7,Europe,01/01/1952 0:00:00,1952
Oman,469350,1551259652,36.8,Arab States,01/01/1952 0:00:00,1952
Pakistan,38485341,42918110714,38.1,Asia & Pacific,01/01/1952 0:00:00,1952
Panama,904387,2739026004,57,South/Latin America,01/01/1952 0:00:00,1952
Papua New Guinea,1750883,1752592479,34.5,Asia & Pacific,01/01/1952 0:00:00,1952
Paraguay,1550763,4879649481,64.2,South/Latin America,01/01/1952 0:00:00,1952
Peru,8128525,37574005720,44.4,South/Latin America,01/01/1952 0:00:00,1952
Philippines,19945659,40979483322,55.8,Asia & Pacific,01/01/1952 0:00:00,1952
Poland,25738253,128611287104,60.9,Europe,01/01/1952 0:00:00,1952
Portugal,8473628,33317749597,59.8,Europe,01/01/1952 0:00:00,1952
Puerto Rico,2212098,12508943829,62.9,South/Latin America,01/01/1952 0:00:00,1952
Qatar,29843,312244565,54.7,Arab States,01/01/1952 0:00:00,1952
Reunion,268485,729678122,47.3,Asia & Pacific,01/01/1952 0:00:00,1952
Romania,16764920,82443609061,61.1,Europe,01/01/1952 0:00:00,1952
Rwanda,2313306,1221123125,40.3,Africa,01/01/1952 0:00:00,1952
Samoa,86818,236451502,46.7,Asia & Pacific,01/01/1952 0:00:00,1952
Sao Tome and Principe,58525,67251212,46.5,Africa,01/01/1952 0:00:00,1952
Saudi Arabia,3283299,41446310484,42.9,Arab States,01/01/1952 0:00:00,1952
Senegal,2586817,4534278424,35.4,Africa,01/01/1952 0:00:00,1952
Serbia,6963396,30691560301,59.1,Europe,01/01/1952 0:00:00,1952
Seychelles,37438,201186600,57.4,Africa,01/01/1952 0:00:00,1952
Sierra Leone,1983321,2613993393,32.1,Africa,01/01/1952 0:00:00,1952
Singapore,1120277,3781365448,59.5,Asia & Pacific,01/01/1952 0:00:00,1952
Slovenia,1491673,7218133708,65.3,Europe,01/01/1952 0:00:00,1952
Solomon Islands,94079,109310780,46,Asia & Pacific,01/01/1952 0:00:00,1952
Somalia,2351811,2520337654,34.6,Arab States,01/01/1952 0:00:00,1952
South Africa,14322409,85583926068,44.7,Africa,01/01/1952 0:00:00,1952
Spain,28430442,128758731600,64.9,Europe,01/01/1952 0:00:00,1952
Sri Lanka,8338783,15228656054,54.3,Asia & Pacific,01/01/1952 0:00:00,1952
Sudan,6039086,13186975467,45.1,Arab States,01/01/1952 0:00:00,1952
Suriname,229653,1299392856,56.2,South/Latin America,01/01/1952 0:00:00,1952
Swaziland,285338,390418759,41.5,Africa,01/01/1952 0:00:00,1952
Sweden,7125539,84404795373,71.8,Europe,01/01/1952 0:00:00,1952
Switzerland,4788958,96437621445,69.6,Europe,01/01/1952 0:00:00,1952
Taiwan,8550333,16258394999,58.5,Asia & Pacific,01/01/1952 0:00:00,1952
Tajikistan,1624542,4395680047,53.4,CIS,01/01/1952 0:00:00,1952
Thailand,21837991,26402855405,51.5,Asia & Pacific,01/01/1952 0:00:00,1952
Timor-Leste,443346,307398909,32.1,Asia & Pacific,01/01/1952 0:00:00,1952
Togo,1441908,1632904038,35.4,Africa,01/01/1952 0:00:00,1952
Tonga,51171,77580014,58.4,Asia & Pacific,01/01/1952 0:00:00,1952
Trinidad and Tobago,675742,3342969612,57.9,South/Latin America,01/01/1952 0:00:00,1952
Tunisia,3773357,7488217186,39.3,Arab States,01/01/1952 0:00:00,1952
Turkey,22393931,105088797467,41.7,Europe,01/01/1952 0:00:00,1952
Turkmenistan,1252660,6494462549,51.3,CIS,01/01/1952 0:00:00,1952
Uganda,5455540,4242332004,40.5,Africa,01/01/1952 0:00:00,1952
Ukraine,38360511,161151511607,62.9,CIS,01/01/1952 0:00:00,1952
United Arab Emirates,69813,533468394,43,Arab States,01/01/1952 0:00:00,1952
United Kingdom,50683596,535945219141,69.5,Europe,01/01/1952 0:00:00,1952
United States,162280405,2711261538941,68.4,North America,01/01/1952 0:00:00,1952
Uruguay,2286264,17789444369,66.1,South/Latin America,01/01/1952 0:00:00,1952
Uzbekistan,7265172,11902292212,55.8,CIS,01/01/1952 0:00:00,1952
Vanuatu,50295,65999524,41.4,Asia & Pacific,01/01/1952 0:00:00,1952
Venezuela,5989555,63865882291,55.2,South/Latin America,01/01/1952 0:00:00,1952
Vietnam,25976838,28334159277,52.8,Asia & Pacific,01/01/1952 0:00:00,1952
Zambia,2438575,6396207914,43.8,Africa,01/01/1952 0:00:00,1952
Zimbabwe,2918424,3748094223,49.2,Africa,01/01/1952 0:00:00,1952
South Sudan,2624563,3550418094,29.4,Africa,01/01/1952 0:00:00,1952
Afghanistan,8038312,9332357234,28.2,Asia & Pacific,01/01/1953 0:00:00,1953
Albania,1348097,2862392731,55.9,Europe,01/01/1953 0:00:00,1953
Algeria,9405445,45072988318,44,Arab States,01/01/1953 0:00:00,1953
Angola,4621691,14464766306,32.1,Africa,01/01/1953 0:00:00,1953
Antigua and Barbuda,51092,191754068,59.3,South/Latin America,01/01/1953 0:00:00,1953
Argentina,18224150,121126902331,63.1,South/Latin America,01/01/1953 0:00:00,1953
Armenia,1463017,3008224736,63.6,CIS,01/01/1953 0:00:00,1953
Aruba,40149,171041227,61,South/Latin America,01/01/1953 0:00:00,1953
Australia,8821938,105505250054,69.7,Asia & Pacific,01/01/1953 0:00:00,1953
Austria,6932427,51928984613,67.3,Europe,01/01/1953 0:00:00,1953
Azerbaijan,3133703,11857734951,58.4,CIS,01/01/1953 0:00:00,1953
Bahamas,83371,709423157,59.7,South/Latin America,01/01/1953 0:00:00,1953
Bahrain,123593,2105251019,43.3,Arab States,01/01/1953 0:00:00,1953
Bangladesh,40302266,37129275568,43.2,Asia & Pacific,01/01/1953 0:00:00,1953
Barbados,222808,792017486,58,South/Latin America,01/01/1953 0:00:00,1953
Belarus,7724108,23973169622,66,CIS,01/01/1953 0:00:00,1953
Belgium,8770196,91619824932,68.3,Europe,01/01/1953 0:00:00,1953
Belize,75554,150521637,56.3,South/Latin America,01/01/1953 0:00:00,1953
Benin,2274130,2614300533,34.6,Africa,01/01/1953 0:00:00,1953
Bhutan,190810,162138750,32,Asia & Pacific,01/01/1953 0:00:00,1953
Bolivia,3248462,8846130842,41.3,South/Latin America,01/01/1953 0:00:00,1953
Bosnia and Herzegovina,2819107,3753314962,55.7,Europe,01/01/1953 0:00:00,1953
Botswana,448437,396635594,47.7,Africa,01/01/1953 0:00:00,1953
Brazil,59053267,175012663333,51.6,South/Latin America,01/01/1953 0:00:00,1953
Bulgaria,7418765,26883600312,64.2,Europe,01/01/1953 0:00:00,1953
Burkina Faso,4413203,2736688290,31.7,Africa,01/01/1953 0:00:00,1953
Burundi,2445836,1381588060,38.7,Africa,01/01/1953 0:00:00,1953
Cambodia,4784792,5422221130,41.1,Asia & Pacific,01/01/1953 0:00:00,1953
Cameroon,4704556,6914669909,39.9,Africa,01/01/1953 0:00:00,1953
Canada,14882050,195192172730,69.1,North America,01/01/1953 0:00:00,1953
Cape Verde,194839,186364599,48.8,Africa,01/01/1953 0:00:00,1953
Chad,2636785,3394542646,38.1,Africa,01/01/1953 0:00:00,1953
Chile,6561033,36807179470,54.8,South/Latin America,01/01/1953 0:00:00,1953
China,580886559,497952765861,43.9,Asia & Pacific,01/01/1953 0:00:00,1953
Colombia,13438645,41464730023,52.1,South/Latin America,01/01/1953 0:00:00,1953
Comoros,166839,161361401,41.2,Arab States,01/01/1953 0:00:00,1953
Costa Rica,1048222,3748630363,57.8,South/Latin America,01/01/1953 0:00:00,1953
Croatia,3959119,20621318653,61.6,Europe,01/01/1953 0:00:00,1953
Cuba,6304524,57610075212,59.7,South/Latin America,01/01/1953 0:00:00,1953
Cyprus,513435,2197162758,67,Europe,01/01/1953 0:00:00,1953
Denmark,4379141,52588036199,71.2,Europe,01/01/1953 0:00:00,1953
Djibouti,66273,197603269,42.3,Arab States,01/01/1953 0:00:00,1953
Ecuador,3752131,16064808010,49.2,South/Latin America,01/01/1953 0:00:00,1953
Egypt,22458402,57559575346,42,Arab States,01/01/1953 0:00:00,1953
El Salvador,2324558,9425130710,46,South/Latin America,01/01/1953 0:00:00,1953
Equatorial Guinea,234512,135616256,35.2,Africa,01/01/1953 0:00:00,1953
Eritrea,1208141,1067048938,37,Africa,01/01/1953 0:00:00,1953
Estonia,1136906,5970341065,63.7,Europe,01/01/1953 0:00:00,1953
Ethiopia,19184239,12007743380,33.8,Africa,01/01/1953 0:00:00,1953
Fiji,314352,970154304,52.4,Asia & Pacific,01/01/1953 0:00:00,1953
Finland,4142353,32185520884,66.6,Europe,01/01/1953 0:00:00,1953
France,42724452,396107152874,67.4,Europe,01/01/1953 0:00:00,1953
French Guiana,27463,81840315,53.6,South/Latin America,01/01/1953 0:00:00,1953
French Polynesia,65594,531540012,49.9,Asia & Pacific,01/01/1953 0:00:00,1953
Gabon,479237,290647958,36.8,Africa,01/01/1953 0:00:00,1953
Gambia,283502,290671670,32.8,Africa,01/01/1953 0:00:00,1953
Georgia,3710132,8953856999,60.8,CIS,01/01/1953 0:00:00,1953
Germany,70720721,646615211192,67.7,Europe,01/01/1953 0:00:00,1953
Ghana,5339179,10115239731,42.8,Africa,01/01/1953 0:00:00,1953
Greece,7779457,33635610910,65.9,Europe,01/01/1953 0:00:00,1953
Greenland,24469,144367589,48.7,Europe,01/01/1953 0:00:00,1953
Grenada,78103,150477168,57,South/Latin America,01/01/1953 0:00:00,1953
Guadeloupe,222551,574692867,53.8,South/Latin America,01/01/1953 0:00:00,1953
Guatemala,3424050,11089214701,42.8,South/Latin America,01/01/1953 0:00:00,1953
Guinea,3228112,2114600431,33.7,Africa,01/01/1953 0:00:00,1953
Guinea-Bissau,559688,480624454,40.4,Africa,01/01/1953 0:00:00,1953
Guyana,452260,1701465235,57.9,South/Latin America,01/01/1953 0:00:00,1953
Haiti,3390047,7723058289,37.9,South/Latin America,01/01/1953 0:00:00,1953
Honduras,1615739,4518136298,43,South/Latin America,01/01/1953 0:00:00,1953
Hungary,9691114,66593764190,63.9,Europe,01/01/1953 0:00:00,1953
Iceland,150779,1398223703,72.4,Europe,01/01/1953 0:00:00,1953
India,395137696,349709674779,36.4,Asia & Pacific,01/01/1953 0:00:00,1953
Indonesia,73866520,122439319499,38.9,Asia & Pacific,01/01/1953 0:00:00,1953
Iraq,6216130,32117369690,38,Arab States,01/01/1953 0:00:00,1953
Ireland,2921360,18886293590,68.3,Europe,01/01/1953 0:00:00,1953
Israel,1546239,6761306608,65.6,Europe,01/01/1953 0:00:00,1953
Italy,47748689,316910834181,66.6,Europe,01/01/1953 0:00:00,1953
Jamaica,1496629,5936782579,60.1,South/Latin America,01/01/1953 0:00:00,1953
Japan,86378004,1863752299529,63.4,Asia & Pacific,01/01/1953 0:00:00,1953
Jordan,574887,1965973822,47.3,Arab States,01/01/1953 0:00:00,1953
Kazakhstan,7315507,47037760312,55.6,CIS,01/01/1953 0:00:00,1953
Kenya,6593123,9459181009,43.2,Africa,01/01/1953 0:00:00,1953
Kiribati,35004,54111784,43,Asia & Pacific,01/01/1953 0:00:00,1953
Kuwait,181957,41508750698,55.3,Arab States,01/01/1953 0:00:00,1953
Latvia,1979028,8655063822,63.2,Europe,01/01/1953 0:00:00,1953
Lebanon,1434845,8291103746,60.5,Arab States,01/01/1953 0:00:00,1953
Lesotho,765564,369935333,42.7,Africa,01/01/1953 0:00:00,1953
Liberia,973896,1517823173,33.6,Africa,01/01/1953 0:00:00,1953
Libya,1175887,6501975358,37.7,Arab States,01/01/1953 0:00:00,1953
Lithuania,2591999,18805227212,65.1,Europe,01/01/1953 0:00:00,1953
Luxembourg,301505,5637104169,66,Europe,01/01/1953 0:00:00,1953
Madagascar,4348239,8910341961,37.9,Africa,01/01/1953 0:00:00,1953
Malawi,3124731,1198310810,36.8,Africa,01/01/1953 0:00:00,1953
Malaysia,6618274,18274512901,55.4,Asia & Pacific,01/01/1953 0:00:00,1953
Maldives,76483,70410285,34.5,Asia & Pacific,01/01/1953 0:00:00,1953
Mali,4864754,3290354048,28,Africa,01/01/1953 0:00:00,1953
Malta,313505,861001724,66.3,Europe,01/01/1953 0:00:00,1953
Martinique,233265,826964346,55.9,South/Latin America,01/01/1953 0:00:00,1953
Mauritania,709098,825339175,39.1,Arab States,01/01/1953 0:00:00,1953
Mauritius,537048,1308112633,50.7,Africa,01/01/1953 0:00:00,1953
Mexico,30634216,138476419163,51.4,South/Latin America,01/01/1953 0:00:00,1953
Mongolia,823060,1285857196,43.8,Asia & Pacific,01/01/1953 0:00:00,1953
Montenegro,421735,1739409156,59.9,Europe,01/01/1953 0:00:00,1953
Morocco,9837752,24715246692,46.6,Arab States,01/01/1953 0:00:00,1953
Mozambique,6607094,2968241768,33.6,Africa,01/01/1953 0:00:00,1953
Myanmar,18529495,18591258936,36.5,Asia & Pacific,01/01/1953 0:00:00,1953
Namibia,515040,2091883221,42.2,Africa,01/01/1953 0:00:00,1953
Nepal,8982216,8295044266,36.5,Asia & Pacific,01/01/1953 0:00:00,1953
Netherlands,10407107,99608235159,71.7,Europe,01/01/1953 0:00:00,1953
Netherlands Antilles,118338,647431389,61,South/Latin America,01/01/1953 0:00:00,1953
New Caledonia,65153,718017810,51.2,Asia & Pacific,01/01/1953 0:00:00,1953
New Zealand,2040015,27658156711,70.2,Asia & Pacific,01/01/1953 0:00:00,1953
Nicaragua,1414276,5993063730,45,South/Latin America,01/01/1953 0:00:00,1953
Niger,2797435,2635958565,35.8,Africa,01/01/1953 0:00:00,1953
Nigeria,39707796,118237589693,36.2,Africa,01/01/1953 0:00:00,1953
Norway,3366281,42053415393,73.2,Europe,01/01/1953 0:00:00,1953
Oman,477437,1649064699,37.8,Arab States,01/01/1953 0:00:00,1953
Pakistan,39065871,46768947840,39.3,Asia & Pacific,01/01/1953 0:00:00,1953
Panama,928713,2911673022,57.6,South/Latin America,01/01/1953 0:00:00,1953
Papua New Guinea,1773331,1800848276,35,Asia & Pacific,01/01/1953 0:00:00,1953
Paraguay,1590497,5014586481,64.3,South/Latin America,01/01/1953 0:00:00,1953
Peru,8340379,39962785533,44.9,South/Latin America,01/01/1953 0:00:00,1953
Philippines,20670541,44897200340,56.2,Asia & Pacific,01/01/1953 0:00:00,1953
Poland,26236679,136098841681,62,Europe,01/01/1953 0:00:00,1953
Portugal,8532193,35671272654,61.1,Europe,01/01/1953 0:00:00,1953
Puerto Rico,2221013,13254729640,64.2,South/Latin America,01/01/1953 0:00:00,1953
Qatar,32029,383886982,55.5,Arab States,01/01/1953 0:00:00,1953
Reunion,276526,757421212,48.5,Asia & Pacific,01/01/1953 0:00:00,1953
Romania,17005725,88411761635,61.2,Europe,01/01/1953 0:00:00,1953
Rwanda,2378442,1278592982,40.7,Africa,01/01/1953 0:00:00,1953
Samoa,89235,245998682,47.3,Asia & Pacific,01/01/1953 0:00:00,1953
Sao Tome and Principe,58163,66865437,47,Africa,01/01/1953 0:00:00,1953
Saudi Arabia,3372617,45865702503,43.5,Arab States,01/01/1953 0:00:00,1953
Senegal,2647955,4704492570,35.9,Africa,01/01/1953 0:00:00,1953
Serbia,7063169,35296835600,59.6,Europe,01/01/1953 0:00:00,1953
